Name,Organization,Homepage,Logo,Twitter,Crunchbase URL,Market Cap,Ticker,Funding,Member,Relation,License,Headquarters,Latest Tweet Date,Description,Crunchbase Description,Crunchbase Homepage,Crunchbase City,Crunchbase Region,Crunchbase Country,Crunchbase Twitter,Crunchbase Linkedin,Crunchbase Ticker,Crunchbase Kind,Crunchbase Min Employees,Crunchbase Max Employees,Category,Subcategory,OSS,Github Repo,Github Stars,Github Description,Github Latest Commit Date,Github Latest Commit Link,Github Release Date,Github Release Link,Github Start Commit Date,Github Start Commit Link,Github Contributors Count,Github Contributors Link,Accepted,Incubation,Graduated,Dev Stats Url,Artwork Url,Blog Url,Mailing List Url,Slack Url,Youtube Url,Chat Channel
"Centreon","Centreon","https://www.centreon.com/en/","https://landscape.cncf.io/logos/centreon.svg","https://twitter.com/centreon","https://www.crunchbase.com/organization/centreon",,,,false,false,"Apache License 2.0","Paris, France","2022-12-05 12:18:18","Centreon is a network, system and application monitoring tool. Centreon is the only AIOps Platform Providing Holistic Visibility to Complex IT Workflows from Cloud to Edge.","An industry reference for open source monitoring","https://www.centreon.com","Paris","Ile-de-France","France","https://www.twitter.com/centreon","https://www.linkedin.com/company/merethis",,,51,100,"Observability and Analysis","Monitoring",true,"https://github.com/centreon/centreon",10,"Centreon is a network, system and application monitoring tool. Centreon is the only AIOps Platform Providing Holistic Visibility to Complex IT Workflows from Cloud to Edge.","","https://github.com/centreon/centreon/commit/ce2fcdad1161ad8c8d76af2a099e90e89b9ffa48","",,"2006-07-10 10:11:06","https://github.com/centreon/centreon/commit/bc576a904f25d5f49b3364b3b179d5c3b6416503",214,"https://github.com/centreon/centreon/graphs/contributors",,,,,,,,,,
"Checkmk","tribe29","https://checkmk.com/","https://landscape.cncf.io/logos/checkmk.svg","https://twitter.com/checkmk","https://www.crunchbase.com/organization/tribe29",,,,false,false,"GNU General Public License v2.0","Munich, Germany","2022-12-06 13:00:01","Checkmk - Best-in-class infrastructure & application monitoring","Creators of checkmk, an IT monitoring software","https://checkmk.com","Munich","Bayern","Germany","https://twitter.com/checkmk","https://www.linkedin.com/company/tribe29",,,101,250,"Observability and Analysis","Monitoring",true,"https://github.com/tribe29/checkmk",854,"Checkmk - Best-in-class infrastructure & application monitoring","","https://github.com/tribe29/checkmk/commit/58851206b4db814444d659bf7509e06b2620dcb4","",,"2009-11-16 18:12:00","https://github.com/tribe29/checkmk/commit/77fde41883116d7b5a226dfe1eb61714ae0967ae",270,"https://github.com/tribe29/checkmk/graphs/contributors",,,,,,,,,,
"Cortex","Cloud Native Computing Foundation (CNCF)","https://cortexmetrics.io/","https://landscape.cncf.io/logos/cortex.svg","https://twitter.com/cortexmetrics","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-19 11:52:33","A horizontally scalable, highly available, multi-tenant, long term Prometheus.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Observability and Analysis","Monitoring",true,"https://github.com/cortexproject/cortex",4922,"A horizontally scalable, highly available, multi-tenant, long term Prometheus.","","https://github.com/cortexproject/cortex/commit/061b348f52ce86bc264459a907cc8f15f0f32687","2022-12-02 23:51:47","https://github.com/cortexproject/cortex/releases","2016-06-22 10:14:39","https://github.com/cortexproject/cortex/commit/1482486bb347690af94c6777554438b697d37207",253,"https://github.com/cortexproject/cortex/graphs/contributors","2018-09-20",,,"https://cortex.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#cortex-logos",,,"https://cloud-native.slack.com/messages/cortex/",,
"DeepFlow","Yunshan Networks","https://deepflow.yunshan.net/community.html","https://landscape.cncf.io/logos/deep-flow.svg",,"https://www.crunchbase.com/organization/yunshan-networks",,,26000000,false,false,"Apache License 2.0","Beijing, China","","Automated observability using eBPF","Yunshan is a leading Software-Defined Networking and IBN service provider, focuses on software-defined data center networking innovation.","http://www.yunshan.net","Beijing","Beijing","China",,"https://www.linkedin.com/company/yunshan-networks/",,"funding",101,250,"Observability and Analysis","Monitoring",true,"https://github.com/deepflowys/deepflow",480,"Automated observability using eBPF","","https://github.com/deepflowys/deepflow/commit/64c4c3e9cc752b636ea54f85b2e59df84a60e9cf","2022-11-29 02:44:35","https://github.com/deepflowys/deepflow/releases","2017-06-06 07:27:47","https://github.com/deepflowys/deepflow/commit/f13e3e90f25fa35d879ad7e8e1119a9c92836c41",54,"https://github.com/deepflowys/deepflow/graphs/contributors",,,,,,,,,,
"Falcon","Xiaomi","https://open-falcon.com","https://landscape.cncf.io/logos/falcon.svg",,"https://www.crunchbase.com/organization/xiaomi",35695286733,"1810.HK",7389800000,false,false,"Apache License 2.0","Beijing, China",""," An open-source and enterprise-level monitoring system.","Xiaomi is an electronics and software company that focuses on mobile devices and technology.","http://www.mi.com/en/","Beijing","Beijing","China","https://twitter.com/xiaomi","https://www.linkedin.com/company/xiaomi-technology","1810.HK","market_cap",10001,1000000,"Observability and Analysis","Monitoring",true,"https://github.com/open-falcon/falcon-plus",6986," An open-source and enterprise-level monitoring system.","","https://github.com/open-falcon/falcon-plus/commit/94e28264b34de92715bd2a4395a104bc7bb1e42d","2019-05-30 09:35:49","https://github.com/open-falcon/falcon-plus/releases","2012-10-30 08:52:01","https://github.com/open-falcon/falcon-plus/commit/7274e0a544a346ce350e04ab8bbc2412628371a0",125,"https://github.com/open-falcon/falcon-plus/graphs/contributors",,,,,,,,,,
"Fonio","Cloud Native Computing Foundation (CNCF)","https://ingraind.org/","https://landscape.cncf.io/logos/fonio.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","GNU General Public License v3.0","San Francisco, California","2022-12-07 04:03:52","Data first monitoring agent using (e)BPF, built on RedBPF","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Observability and Analysis","Monitoring",true,"https://github.com/foniod/foniod",380,"Data first monitoring agent using (e)BPF, built on RedBPF","","https://github.com/foniod/foniod/commit/5ba3f722514ec6c94de844732254903e7d6ba0bf","2020-09-17 14:54:53","https://github.com/foniod/foniod/releases","2018-04-19 11:42:17","https://github.com/foniod/foniod/commit/8def18f55f706ab24c1de72ed87891ce58bae259",6,"https://github.com/foniod/foniod/graphs/contributors","2021-03-30",,,,,,,,,
"Grafana","Grafana Labs","https://grafana.com/","https://landscape.cncf.io/logos/grafana.svg","https://twitter.com/grafana","https://www.crunchbase.com/organization/raintank",,,535230000,"Platinum","member","GNU Affero General Public License v3.0","New York, New York","2022-12-06 20:28:19","Grafana allows you to query, visualize, alert on and understand your metrics no matter where they are stored. Create, explore, and share beautiful dashboards with your team and foster a data driven culture.","Grafana Labs is an open source software platform built to support monitoring, visualization, and metric analytics.","http://grafana.com","New York","New York","United States","https://www.twitter.com/grafana","https://www.linkedin.com/company/grafana-labs",,"funding",251,500,"Observability and Analysis","Monitoring",true,"https://github.com/grafana/grafana",52911,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ","","https://github.com/grafana/grafana/commit/d0eeff2fa0a65a1bcb4735f57f3d37291c978df4","2022-12-01 21:11:20","https://github.com/grafana/grafana/releases","2013-01-26 04:00:59","https://github.com/grafana/grafana/commit/75d03fc49ab4f95ee414f730563f14cbdad9ee64",2109,"https://github.com/grafana/grafana/graphs/contributors",,,,,,,,,,
"Grafana Mimir","Grafana Labs","https://grafana.com/oss/mimir","https://landscape.cncf.io/logos/grafana-mimir.svg","https://twitter.com/grafana","https://www.crunchbase.com/organization/raintank",,,535230000,"Platinum","member","GNU Affero General Public License v3.0","New York, New York","2022-12-06 20:28:19","Grafana Mimir lets you scale to 1 billion metrics and beyond, with high availability, multi-tenancy, durable storage, and blazing fast query performance over long periods of time.","Grafana Labs is an open source software platform built to support monitoring, visualization, and metric analytics.","http://grafana.com","New York","New York","United States","https://www.twitter.com/grafana","https://www.linkedin.com/company/grafana-labs",,"funding",251,500,"Observability and Analysis","Monitoring",true,"https://github.com/grafana/mimir",2666,"Grafana Mimir provides horizontally scalable, highly available, multi-tenant, long-term storage for Prometheus.","","https://github.com/grafana/mimir/commit/a130ec98d55fe01194ad20bce68858f4315806a0","2022-11-30 23:30:04","https://github.com/grafana/mimir/releases","2016-06-22 10:14:39","https://github.com/grafana/mimir/commit/1482486bb347690af94c6777554438b697d37207",304,"https://github.com/grafana/mimir/graphs/contributors",,,,,,,,,,
"Grafana Phlare","Grafana Labs","https://grafana.com/oss/phlare","https://landscape.cncf.io/logos/grafana-phlare.svg","https://twitter.com/grafana","https://www.crunchbase.com/organization/raintank",,,535230000,"Platinum","member","GNU Affero General Public License v3.0","New York, New York","2022-12-06 20:28:19","Grafana Phlare is an open source database that provides fast, scalable, highly-available, and efficient storage and querying of profiling data. By doing so, it allows you to understand your application performance and optimize your infrastructure spend. It natively integrates with Grafana, making it possible to connect your profiling data to your metrics, logs, and traces, and get a comprehensive view of your entire stack.","Grafana Labs is an open source software platform built to support monitoring, visualization, and metric analytics.","http://grafana.com","New York","New York","United States","https://www.twitter.com/grafana","https://www.linkedin.com/company/grafana-labs",,"funding",251,500,"Observability and Analysis","Monitoring",true,"https://github.com/grafana/phlare",1816,"🔥 horizontally-scalable, highly-available, multi-tenant continuous profiling aggregation system","","https://github.com/grafana/phlare/commit/7669df6e30d8551701df85f3d2c675caf0aa784a","2022-10-26 09:11:58","https://github.com/grafana/phlare/releases","2022-05-31 14:36:25","https://github.com/grafana/phlare/commit/84b011990e8be929cb270993aa68e11fe558d6b0",20,"https://github.com/grafana/phlare/graphs/contributors",,,,,,,,,,
"Graphite","Graphite","https://graphiteapp.org/","https://landscape.cncf.io/logos/graphite.svg",,"https://www.crunchbase.com/organization/graphite",,,,false,false,"Apache License 2.0","San Francisco, California","","A highly scalable real-time graphing system","Monitoring","https://graphiteapp.org/","San Francisco","California","United States",,,,,,,"Observability and Analysis","Monitoring",true,"https://github.com/graphite-project/graphite-web",5570,"A highly scalable real-time graphing system","","https://github.com/graphite-project/graphite-web/commit/90076f6c60060399a6a3ce0ffc929a1ccc086325","2022-05-22 18:12:21","https://github.com/graphite-project/graphite-web/releases","2008-04-25 22:22:48","https://github.com/graphite-project/graphite-web/commit/64895e53a0d555779a601091addeb98a9fdef6d0",437,"https://github.com/graphite-project/graphite-web/graphs/contributors",,,,,,,,,,
"Hubble","Cloud Native Computing Foundation (CNCF)","https://github.com/cilium/hubble","https://landscape.cncf.io/logos/hubble.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"member","Apache License 2.0","San Francisco, California","2022-12-07 04:03:52","Hubble - Network, Service & Security Observability for Kubernetes using eBPF","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Observability and Analysis","Monitoring",true,"https://github.com/cilium/hubble",2353,"Hubble - Network, Service & Security Observability for Kubernetes using eBPF","","https://github.com/cilium/hubble/commit/975874d904bde47cff581bcb6f66ec8a59eed543","2022-06-22 16:51:50","https://github.com/cilium/hubble/releases","2019-11-19 05:03:41","https://github.com/cilium/hubble/commit/4c2e5c2e613af389d12a5290fc8fea436f28ea75",36,"https://github.com/cilium/hubble/graphs/contributors",,,,,,,,,,
"Icinga","Icinga","https://icinga.com/","https://landscape.cncf.io/logos/icinga.svg","https://twitter.com/icinga","https://www.crunchbase.com/organization/icinga",,,,false,false,"GNU General Public License v2.0","Nuremberg, Germany","2022-12-06 13:54:16","The core of our monitoring platform with a powerful configuration language and REST API.","Icinga is a monitoring software project that began as a fork of Nagios.","https://www.icinga.com","Nuremberg","Bayern","Germany","https://www.twitter.com/icinga","https://www.linkedin.com/company/icinga",,,1,10,"Observability and Analysis","Monitoring",true,"https://github.com/Icinga/icinga2",1781,"The core of our monitoring platform with a powerful configuration language and REST API.","","https://github.com/Icinga/icinga2/commit/ca328627cd0e1e30860abe290b92bd37d4ef3389","2022-11-08 14:09:22","https://github.com/Icinga/icinga2/releases","2012-03-28 11:24:49","https://github.com/Icinga/icinga2/commit/e11994038dc0a70331da06b7e293838752f3cbaf",291,"https://github.com/Icinga/icinga2/graphs/contributors",,,,,,,,,,
